opportunity_id,product_ids,sales_rep_name,client_location_id,new_flag,created_date,update_date,projected_close_date,sales_stage,comments,renewal_flag,opportunity_amount
8,"[2, 3]",sales_rep_34,4,N,2022-05-02,2022-08-13,2022-09-02,prospecting,,False,125874
8,"[2, 3]",sales_rep_34,4,N,2022-05-02,2022-08-13,2022-09-02,acquire,,False,125874
8,"[2, 3]",sales_rep_34,4,N,2022-05-02,2022-08-13,2022-09-02,closed/lost,,False,125874
9,"[1, 3]",sales_rep_31,7,N,2022-03-08,2022-06-22,2022-10-31,prospecting,,False,6443119
9,"[1, 3]",sales_rep_31,7,N,2022-03-08,2022-06-22,2022-10-31,acquire,,False,6443119
9,"[1, 3]",sales_rep_31,7,N,2022-03-08,2022-06-22,2022-10-31,closed/lost,,False,6443119
10,"[4, 2, 3]",sales_rep_1,5,N,2021-10-08,2022-06-25,2022-09-12,prospecting,,True,1123073
10,"[4, 2, 3]",sales_rep_1,5,N,2021-10-08,2022-06-25,2022-09-12,acquire,,True,1123073
10,"[4, 2, 3]",sales_rep_1,5,N,2021-10-08,2022-06-25,2022-09-12,closed/lost,,True,1123073
11,"[3, 4, 2, 1]",sales_rep_61,3,Y,2021-06-23,2021-08-12,2022-02-19,prospecting,,False,1
11,"[3, 4, 2, 1]",sales_rep_61,3,Y,2021-06-23,2021-08-12,2022-02-19,acquire,,False,1
11,"[3, 4, 2, 1]",sales_rep_61,3,Y,2021-06-23,2021-08-12,2022-02-19,closed/won,,False,1
12,"[1, 4, 3]",sales_rep_45,7,N,2021-07-30,2022-06-10,2022-08-23,prospecting,,True,116802
12,"[1, 4, 3]",sales_rep_45,7,N,2021-07-30,2022-06-10,2022-08-23,acquire,,True,116802
12,"[1, 4, 3]",sales_rep_45,7,N,2021-07-30,2022-06-10,2022-08-23,closed/won,,True,116802
13,"[4, 2, 1, 3]",sales_rep_83,1,N,2022-02-24,2022-11-02,2022-11-12,prospecting,,True,59268
13,"[4, 2, 1, 3]",sales_rep_83,1,N,2022-02-24,2022-11-02,2022-11-12,acquire,,True,59268
13,"[4, 2, 1, 3]",sales_rep_83,1,N,2022-02-24,2022-11-02,2022-11-12,closed/lost,,True,59268
14,[4],sales_rep_56,8,N,2021-02-17,2022-05-13,2022-05-17,prospecting,,False,162611
14,[4],sales_rep_56,8,N,2021-02-17,2022-05-13,2022-05-17,acquire,,False,162611
14,[4],sales_rep_56,8,N,2021-02-17,2022-05-13,2022-05-17,closed/lost,,False,162611
15,"[3, 2, 1, 4]",sales_rep_27,7,N,2022-04-25,2022-06-26,2022-11-02,prospecting,,False,33578
15,"[3, 2, 1, 4]",sales_rep_27,7,N,2022-04-25,2022-06-26,2022-11-02,acquire,,False,33578
15,"[3, 2, 1, 4]",sales_rep_27,7,N,2022-04-25,2022-06-26,2022-11-02,closed/lost,,False,33578
16,"[3, 2, 4, 1]",sales_rep_92,7,N,2022-04-16,2022-05-16,2022-10-03,prospecting,,False,799108
16,"[3, 2, 4, 1]",sales_rep_92,7,N,2022-04-16,2022-05-16,2022-10-03,acquire,,False,799108
16,"[3, 2, 4, 1]",sales_rep_92,7,N,2022-04-16,2022-05-16,2022-10-03,closed/won,,False,799108
17,"[2, 4, 3, 1]",sales_rep_2,4,N,2022-06-15,2022-11-29,2022-11-30,prospecting,,False,23697
17,"[2, 4, 3, 1]",sales_rep_2,4,N,2022-06-15,2022-11-29,2022-11-30,acquire,,False,23697
17,"[2, 4, 3, 1]",sales_rep_2,4,N,2022-06-15,2022-11-29,2022-11-30,closed/lost,,False,23697
18,"[2, 3]",sales_rep_7,7,N,2021-01-19,2021-06-22,2021-11-24,prospecting,,True,857
18,"[2, 3]",sales_rep_7,7,N,2021-01-19,2021-06-22,2021-11-24,acquire,,True,857
18,"[2, 3]",sales_rep_7,7,N,2021-01-19,2021-06-22,2021-11-24,closed/lost,,True,857
19,"[1, 3]",sales_rep_13,2,N,2021-01-28,2021-03-26,2021-08-12,prospecting,,True,85
19,"[1, 3]",sales_rep_13,2,N,2021-01-28,2021-03-26,2021-08-12,acquire,,True,85
19,"[1, 3]",sales_rep_13,2,N,2021-01-28,2021-03-26,2021-08-12,closed/lost,,True,85
20,"[4, 1, 2]",sales_rep_50,4,N,2021-05-15,2021-06-02,2022-06-01,prospecting,,True,830729
20,"[4, 1, 2]",sales_rep_50,4,N,2021-05-15,2021-06-02,2022-06-01,acquire,,True,830729
20,"[4, 1, 2]",sales_rep_50,4,N,2021-05-15,2021-06-02,2022-06-01,closed/lost,,True,830729
21,"[2, 1, 3, 4]",sales_rep_50,2,N,2021-01-24,2021-07-04,2021-09-12,prospecting,,True,474
21,"[2, 1, 3, 4]",sales_rep_50,2,N,2021-01-24,2021-07-04,2021-09-12,acquire,,True,474
21,"[2, 1, 3, 4]",sales_rep_50,2,N,2021-01-24,2021-07-04,2021-09-12,closed/won,,True,474
22,"[1, 2, 4, 3]",sales_rep_25,8,N,2021-02-28,2022-01-06,2022-03-18,prospecting,,False,6
22,"[1, 2, 4, 3]",sales_rep_25,8,N,2021-02-28,2022-01-06,2022-03-18,acquire,,False,6
22,"[1, 2, 4, 3]",sales_rep_25,8,N,2021-02-28,2022-01-06,2022-03-18,closed/won,,False,6
23,"[4, 2]",sales_rep_75,5,Y,2021-01-21,2021-04-06,2021-10-04,prospecting,,False,1158
23,"[4, 2]",sales_rep_75,5,Y,2021-01-21,2021-04-06,2021-10-04,acquire,,False,1158
23,"[4, 2]",sales_rep_75,5,Y,2021-01-21,2021-04-06,2021-10-04,closed/lost,,False,1158
24,"[1, 2, 4]",sales_rep_91,3,N,2021-10-25,2022-05-01,2022-06-08,prospecting,,True,1937162
24,"[1, 2, 4]",sales_rep_91,3,N,2021-10-25,2022-05-01,2022-06-08,acquire,,True,1937162
24,"[1, 2, 4]",sales_rep_91,3,N,2021-10-25,2022-05-01,2022-06-08,closed/lost,,True,1937162
25,"[4, 1, 2, 3]",sales_rep_30,6,N,2022-10-11,2022-10-24,2022-11-20,prospecting,,False,0
25,"[4, 1, 2, 3]",sales_rep_30,6,N,2022-10-11,2022-10-24,2022-11-20,acquire,,False,0
25,"[4, 1, 2, 3]",sales_rep_30,6,N,2022-10-11,2022-10-24,2022-11-20,closed/won,,False,0
26,"[2, 3, 4]",sales_rep_80,7,N,2022-02-26,2022-08-15,2022-09-17,prospecting,,False,4345988
26,"[2, 3, 4]",sales_rep_80,7,N,2022-02-26,2022-08-15,2022-09-17,acquire,,False,4345988
26,"[2, 3, 4]",sales_rep_80,7,N,2022-02-26,2022-08-15,2022-09-17,closed/won,,False,4345988
27,[2],sales_rep_33,1,N,2022-08-23,2022-11-08,2022-11-19,prospecting,,True,4241815
27,[2],sales_rep_33,1,N,2022-08-23,2022-11-08,2022-11-19,acquire,,True,4241815
27,[2],sales_rep_33,1,N,2022-08-23,2022-11-08,2022-11-19,closed/won,,True,4241815
28,"[2, 4, 3, 1]",sales_rep_50,1,N,2022-05-31,2022-07-23,2022-11-19,prospecting,,False,89448
28,"[2, 4, 3, 1]",sales_rep_50,1,N,2022-05-31,2022-07-23,2022-11-19,acquire,,False,89448
28,"[2, 4, 3, 1]",sales_rep_50,1,N,2022-05-31,2022-07-23,2022-11-19,closed/won,,False,89448
29,"[1, 3, 2, 4]",sales_rep_51,8,N,2021-10-05,2021-12-12,2022-10-18,prospecting,,False,206575
29,"[1, 3, 2, 4]",sales_rep_51,8,N,2021-10-05,2021-12-12,2022-10-18,acquire,,False,206575
29,"[1, 3, 2, 4]",sales_rep_51,8,N,2021-10-05,2021-12-12,2022-10-18,closed/lost,,False,206575
30,[1],sales_rep_99,6,Y,2022-05-14,2022-10-23,2022-11-10,prospecting,,True,3230870
30,[1],sales_rep_99,6,Y,2022-05-14,2022-10-23,2022-11-10,acquire,,True,3230870
30,[1],sales_rep_99,6,Y,2022-05-14,2022-10-23,2022-11-10,closed/lost,,True,3230870
31,"[2, 4, 3]",sales_rep_48,6,Y,2021-03-12,2022-11-08,2022-11-14,prospecting,,False,11131
31,"[2, 4, 3]",sales_rep_48,6,Y,2021-03-12,2022-11-08,2022-11-14,acquire,,False,11131
31,"[2, 4, 3]",sales_rep_48,6,Y,2021-03-12,2022-11-08,2022-11-14,closed/lost,,False,11131
32,"[3, 1, 2]",sales_rep_65,5,Y,2022-02-22,2022-09-10,2022-10-27,prospecting,,False,-9999
32,"[3, 1, 2]",sales_rep_65,5,Y,2022-02-22,2022-09-10,2022-10-27,acquire,,False,-9999
32,"[3, 1, 2]",sales_rep_65,5,Y,2022-02-22,2022-09-10,2022-10-27,closed/won,,False,-9999
33,"[3, 4, 1]",sales_rep_37,2,Y,2022-06-26,2022-08-11,2022-09-13,prospecting,,False,2792672
33,"[3, 4, 1]",sales_rep_37,2,Y,2022-06-26,2022-08-11,2022-09-13,acquire,difficult deal,False,2792672
33,"[3, 4, 1]",sales_rep_37,2,Y,2022-06-26,2022-08-11,2022-09-13,prospecting,,False,2792672
33,"[3, 4, 1]",sales_rep_37,2,Y,2022-06-26,2022-08-11,2022-09-13,acquire,difficult deal,False,2792672
33,"[3, 4, 1]",sales_rep_37,2,Y,2022-06-26,2022-08-11,2022-09-13,prospecting,,False,2792672
33,"[3, 4, 1]",sales_rep_37,2,Y,2022-06-26,2022-08-11,2022-09-13,acquire,difficult deal,False,2792672
33,"[3, 4, 1]",sales_rep_37,2,Y,2022-06-26,2022-08-11,2022-09-13,prospecting,,False,2792672
33,"[3, 4, 1]",sales_rep_37,2,Y,2022-06-26,2022-08-11,2022-09-13,acquire,,False,2792672
33,"[3, 4, 1]",sales_rep_37,2,Y,2022-06-26,2022-08-11,2022-09-13,closed/lost,,False,2792672
34,"[4, 2, 3]",sales_rep_49,2,N,2022-10-18,2022-11-20,2022-11-30,prospecting,,False,6
34,"[4, 2, 3]",sales_rep_49,2,N,2022-10-18,2022-11-20,2022-11-30,acquire,,False,6
34,"[4, 2, 3]",sales_rep_49,2,N,2022-10-18,2022-11-20,2022-11-30,closed/lost,,False,6
35,[3],sales_rep_84,7,N,2022-06-19,2022-09-26,2022-11-18,prospecting,,False,92869
35,[3],sales_rep_84,7,N,2022-06-19,2022-09-26,2022-11-18,acquire,difficult deal,False,92869
35,[3],sales_rep_84,7,N,2022-06-19,2022-09-26,2022-11-18,prospecting,,False,92869
35,[3],sales_rep_84,7,N,2022-06-19,2022-09-26,2022-11-18,acquire,,False,92869
35,[3],sales_rep_84,7,N,2022-06-19,2022-09-26,2022-11-18,closed/won,,False,92869
36,"[2, 1, 4]",sales_rep_62,3,Y,2021-08-13,2022-05-05,2022-10-02,prospecting,,False,4316615
36,"[2, 1, 4]",sales_rep_62,3,Y,2021-08-13,2022-05-05,2022-10-02,acquire,difficult deal,False,4316615
36,"[2, 1, 4]",sales_rep_62,3,Y,2021-08-13,2022-05-05,2022-10-02,prospecting,,False,4316615
36,"[2, 1, 4]",sales_rep_62,3,Y,2021-08-13,2022-05-05,2022-10-02,acquire,,False,4316615
36,"[2, 1, 4]",sales_rep_62,3,Y,2021-08-13,2022-05-05,2022-10-02,closed/lost,,False,4316615
37,[2],sales_rep_95,9,Y,2022-08-04,2022-10-29,2022-11-17,prospecting,,False,0
37,[2],sales_rep_95,9,Y,2022-08-04,2022-10-29,2022-11-17,acquire,,False,0
37,[2],sales_rep_95,9,Y,2022-08-04,2022-10-29,2022-11-17,closed/lost,,False,0
38,"[1, 3]",sales_rep_87,5,Y,2021-08-11,2022-05-30,2022-09-07,prospecting,,False,466
38,"[1, 3]",sales_rep_87,5,Y,2021-08-11,2022-05-30,2022-09-07,acquire,,False,466
38,"[1, 3]",sales_rep_87,5,Y,2021-08-11,2022-05-30,2022-09-07,closed/won,,False,466
39,"[2, 4, 1]",sales_rep_68,6,Y,2022-06-10,2022-07-20,2022-09-22,prospecting,,True,22297
39,"[2, 4, 1]",sales_rep_68,6,Y,2022-06-10,2022-07-20,2022-09-22,acquire,difficult deal,True,22297
39,"[2, 4, 1]",sales_rep_68,6,Y,2022-06-10,2022-07-20,2022-09-22,prospecting,,True,22297
39,"[2, 4, 1]",sales_rep_68,6,Y,2022-06-10,2022-07-20,2022-09-22,acquire,,True,22297
39,"[2, 4, 1]",sales_rep_68,6,Y,2022-06-10,2022-07-20,2022-09-22,closed/won,,True,22297
40,"[2, 3]",sales_rep_25,2,N,2022-06-25,2022-06-28,2022-09-21,prospecting,,False,0
40,"[2, 3]",sales_rep_25,2,N,2022-06-25,2022-06-28,2022-09-21,acquire,,False,0
40,"[2, 3]",sales_rep_25,2,N,2022-06-25,2022-06-28,2022-09-21,closed/lost,,False,0
41,[2],sales_rep_95,4,N,2022-10-23,2022-11-16,2022-11-28,prospecting,,False,25125
41,[2],sales_rep_95,4,N,2022-10-23,2022-11-16,2022-11-28,acquire,,False,25125
41,[2],sales_rep_95,4,N,2022-10-23,2022-11-16,2022-11-28,closed/lost,,False,25125
42,"[3, 2]",sales_rep_29,4,N,2021-04-09,2021-12-04,2022-05-23,prospecting,,True,0
42,"[3, 2]",sales_rep_29,4,N,2021-04-09,2021-12-04,2022-05-23,acquire,,True,0
42,"[3, 2]",sales_rep_29,4,N,2021-04-09,2021-12-04,2022-05-23,closed/lost,,True,0
43,"[2, 4, 1]",sales_rep_25,2,N,2022-02-14,2022-11-07,2022-11-10,prospecting,,False,5335722
43,"[2, 4, 1]",sales_rep_25,2,N,2022-02-14,2022-11-07,2022-11-10,acquire,,False,5335722
43,"[2, 4, 1]",sales_rep_25,2,N,2022-02-14,2022-11-07,2022-11-10,closed/won,,False,5335722
44,[1],sales_rep_35,6,N,2022-07-24,2022-08-31,2022-09-30,prospecting,,False,471662
44,[1],sales_rep_35,6,N,2022-07-24,2022-08-31,2022-09-30,acquire,,False,471662
44,[1],sales_rep_35,6,N,2022-07-24,2022-08-31,2022-09-30,closed/lost,,False,471662
45,[3],sales_rep_86,4,N,2021-06-08,2022-11-20,2022-11-24,prospecting,,False,5474
45,[3],sales_rep_86,4,N,2021-06-08,2022-11-20,2022-11-24,acquire,,False,5474
45,[3],sales_rep_86,4,N,2021-06-08,2022-11-20,2022-11-24,closed/won,,False,5474
46,[4],sales_rep_28,1,Y,2022-07-08,2022-07-26,2022-09-06,prospecting,,False,0
46,[4],sales_rep_28,1,Y,2022-07-08,2022-07-26,2022-09-06,acquire,,False,0
46,[4],sales_rep_28,1,Y,2022-07-08,2022-07-26,2022-09-06,closed/lost,,False,0
47,"[3, 4, 2, 1]",sales_rep_95,1,Y,2021-11-16,2022-10-27,2022-11-04,prospecting,,True,3648501
47,"[3, 4, 2, 1]",sales_rep_95,1,Y,2021-11-16,2022-10-27,2022-11-04,acquire,,True,3648501
47,"[3, 4, 2, 1]",sales_rep_95,1,Y,2021-11-16,2022-10-27,2022-11-04,closed/won,,True,3648501
48,[3],sales_rep_51,2,N,2021-10-12,2021-12-31,2022-08-26,prospecting,,False,2304852
48,[3],sales_rep_51,2,N,2021-10-12,2021-12-31,2022-08-26,acquire,,False,2304852
48,[3],sales_rep_51,2,N,2021-10-12,2021-12-31,2022-08-26,closed/won,,False,2304852
49,[3],sales_rep_45,4,N,2021-06-21,2021-07-01,2022-01-04,prospecting,,False,0
49,[3],sales_rep_45,4,N,2021-06-21,2021-07-01,2022-01-04,acquire,,False,0
49,[3],sales_rep_45,4,N,2021-06-21,2021-07-01,2022-01-04,closed/lost,,False,0
50,"[4, 2]",sales_rep_53,2,N,2021-08-01,2022-04-16,2022-09-13,prospecting,,False,0
50,"[4, 2]",sales_rep_53,2,N,2021-08-01,2022-04-16,2022-09-13,acquire,difficult deal,False,0
50,"[4, 2]",sales_rep_53,2,N,2021-08-01,2022-04-16,2022-09-13,prospecting,,False,0
50,"[4, 2]",sales_rep_53,2,N,2021-08-01,2022-04-16,2022-09-13,acquire,,False,0
50,"[4, 2]",sales_rep_53,2,N,2021-08-01,2022-04-16,2022-09-13,closed/won,,False,0
51,[2],sales_rep_99,5,N,2021-09-18,2022-11-28,2022-11-30,prospecting,,True,1197
51,[2],sales_rep_99,5,N,2021-09-18,2022-11-28,2022-11-30,acquire,,True,1197
51,[2],sales_rep_99,5,N,2021-09-18,2022-11-28,2022-11-30,closed/won,,True,1197
52,"[1, 4, 3, 2]",sales_rep_25,6,N,2022-01-10,2022-07-13,2022-10-08,prospecting,,True,0
52,"[1, 4, 3, 2]",sales_rep_25,6,N,2022-01-10,2022-07-13,2022-10-08,acquire,,True,0
52,"[1, 4, 3, 2]",sales_rep_25,6,N,2022-01-10,2022-07-13,2022-10-08,closed/lost,,True,0
53,[4],sales_rep_75,8,N,2022-08-13,2022-11-20,2022-11-28,prospecting,,False,0
53,[4],sales_rep_75,8,N,2022-08-13,2022-11-20,2022-11-28,acquire,,False,0
53,[4],sales_rep_75,8,N,2022-08-13,2022-11-20,2022-11-28,closed/won,,False,0
54,"[2, 4]",sales_rep_43,8,N,2021-07-29,2022-04-23,2022-07-19,prospecting,,True,939
54,"[2, 4]",sales_rep_43,8,N,2021-07-29,2022-04-23,2022-07-19,acquire,difficult deal,True,939
54,"[2, 4]",sales_rep_43,8,N,2021-07-29,2022-04-23,2022-07-19,prospecting,,True,939
54,"[2, 4]",sales_rep_43,8,N,2021-07-29,2022-04-23,2022-07-19,acquire,,True,939
54,"[2, 4]",sales_rep_43,8,N,2021-07-29,2022-04-23,2022-07-19,closed/won,,True,939
55,[4],sales_rep_59,2,N,2022-05-03,2022-10-29,2022-11-19,prospecting,,False,0
55,[4],sales_rep_59,2,N,2022-05-03,2022-10-29,2022-11-19,acquire,,False,0
55,[4],sales_rep_59,2,N,2022-05-03,2022-10-29,2022-11-19,closed/won,,False,0
56,"[3, 1, 2]",sales_rep_37,5,Y,2022-10-05,2022-10-18,2022-10-22,prospecting,,True,7337
56,"[3, 1, 2]",sales_rep_37,5,Y,2022-10-05,2022-10-18,2022-10-22,acquire,,True,7337
56,"[3, 1, 2]",sales_rep_37,5,Y,2022-10-05,2022-10-18,2022-10-22,closed/won,,True,7337
57,"[2, 3, 1, 4]",sales_rep_46,1,Y,2022-02-01,2022-04-09,2022-07-15,prospecting,,False,1928668
57,"[2, 3, 1, 4]",sales_rep_46,1,Y,2022-02-01,2022-04-09,2022-07-15,acquire,,False,1928668
57,"[2, 3, 1, 4]",sales_rep_46,1,Y,2022-02-01,2022-04-09,2022-07-15,closed/lost,,False,1928668
58,"[1, 4]",sales_rep_56,9,N,2021-05-26,2022-05-30,2022-09-23,prospecting,,False,0
58,"[1, 4]",sales_rep_56,9,N,2021-05-26,2022-05-30,2022-09-23,acquire,,False,0
58,"[1, 4]",sales_rep_56,9,N,2021-05-26,2022-05-30,2022-09-23,closed/won,,False,0
59,[3],sales_rep_49,9,N,2021-08-11,2021-12-28,2022-07-17,prospecting,,False,13632
59,[3],sales_rep_49,9,N,2021-08-11,2021-12-28,2022-07-17,acquire,,False,13632
59,[3],sales_rep_49,9,N,2021-08-11,2021-12-28,2022-07-17,closed/won,,False,13632
60,"[3, 4, 1, 2]",sales_rep_19,6,N,2022-02-04,2022-06-02,2022-08-04,prospecting,,False,361
60,"[3, 4, 1, 2]",sales_rep_19,6,N,2022-02-04,2022-06-02,2022-08-04,acquire,,False,361
60,"[3, 4, 1, 2]",sales_rep_19,6,N,2022-02-04,2022-06-02,2022-08-04,closed/lost,,False,361
61,"[2, 3, 1]",sales_rep_77,6,N,2022-02-24,2022-06-11,2022-08-27,prospecting,,False,0
61,"[2, 3, 1]",sales_rep_77,6,N,2022-02-24,2022-06-11,2022-08-27,acquire,,False,0
61,"[2, 3, 1]",sales_rep_77,6,N,2022-02-24,2022-06-11,2022-08-27,closed/won,,False,0
62,"[2, 4, 1]",sales_rep_8,3,Y,2022-08-09,2022-09-29,2022-10-10,prospecting,,False,5435
62,"[2, 4, 1]",sales_rep_8,3,Y,2022-08-09,2022-09-29,2022-10-10,acquire,,False,5435
62,"[2, 4, 1]",sales_rep_8,3,Y,2022-08-09,2022-09-29,2022-10-10,closed/won,,False,5435
63,"[2, 3, 4]",sales_rep_71,2,N,2021-01-24,2022-10-06,2022-10-13,prospecting,,False,0
63,"[2, 3, 4]",sales_rep_71,2,N,2021-01-24,2022-10-06,2022-10-13,acquire,,False,0
63,"[2, 3, 4]",sales_rep_71,2,N,2021-01-24,2022-10-06,2022-10-13,closed/lost,,False,0
64,"[2, 1]",sales_rep_20,4,Y,2022-06-10,2022-09-04,2022-11-06,prospecting,,False,73863
64,"[2, 1]",sales_rep_20,4,Y,2022-06-10,2022-09-04,2022-11-06,acquire,,False,73863
64,"[2, 1]",sales_rep_20,4,Y,2022-06-10,2022-09-04,2022-11-06,closed/lost,,False,73863
65,[3],sales_rep_99,2,N,2021-11-19,2022-06-15,2022-08-22,prospecting,,False,938647
65,[3],sales_rep_99,2,N,2021-11-19,2022-06-15,2022-08-22,acquire,,False,938647
65,[3],sales_rep_99,2,N,2021-11-19,2022-06-15,2022-08-22,closed/won,,False,938647
66,"[1, 2, 4, 3]",sales_rep_83,2,Y,2021-06-22,2022-05-28,2022-07-16,prospecting,,False,8186182
66,"[1, 2, 4, 3]",sales_rep_83,2,Y,2021-06-22,2022-05-28,2022-07-16,acquire,,False,8186182
66,"[1, 2, 4, 3]",sales_rep_83,2,Y,2021-06-22,2022-05-28,2022-07-16,closed/won,,False,8186182
67,[4],sales_rep_23,2,N,2021-08-04,2022-06-05,2022-10-08,prospecting,,False,4610494
67,[4],sales_rep_23,2,N,2021-08-04,2022-06-05,2022-10-08,acquire,,False,4610494
67,[4],sales_rep_23,2,N,2021-08-04,2022-06-05,2022-10-08,closed/won,,False,4610494
68,"[1, 3]",sales_rep_56,1,N,2022-01-25,2022-04-12,2022-06-04,prospecting,,False,4766378
68,"[1, 3]",sales_rep_56,1,N,2022-01-25,2022-04-12,2022-06-04,acquire,,False,4766378
68,"[1, 3]",sales_rep_56,1,N,2022-01-25,2022-04-12,2022-06-04,closed/won,,False,4766378
69,"[3, 1]",sales_rep_19,2,N,2021-01-09,2022-02-19,2022-04-17,prospecting,,False,0
69,"[3, 1]",sales_rep_19,2,N,2021-01-09,2022-02-19,2022-04-17,acquire,,False,0
69,"[3, 1]",sales_rep_19,2,N,2021-01-09,2022-02-19,2022-04-17,closed/won,,False,0
70,"[3, 2, 1]",sales_rep_76,7,N,2022-11-24,2022-11-28,2022-11-29,prospecting,,False,0
70,"[3, 2, 1]",sales_rep_76,7,N,2022-11-24,2022-11-28,2022-11-29,acquire,,False,0
70,"[3, 2, 1]",sales_rep_76,7,N,2022-11-24,2022-11-28,2022-11-29,closed/lost,,False,0
71,"[4, 2, 3]",sales_rep_19,7,Y,2021-01-26,2022-10-14,2022-11-07,prospecting,,False,1
71,"[4, 2, 3]",sales_rep_19,7,Y,2021-01-26,2022-10-14,2022-11-07,acquire,,False,1
71,"[4, 2, 3]",sales_rep_19,7,Y,2021-01-26,2022-10-14,2022-11-07,closed/won,,False,1
72,"[2, 1]",sales_rep_86,6,Y,2022-05-27,2022-11-01,2022-11-13,prospecting,,False,17142
72,"[2, 1]",sales_rep_86,6,Y,2022-05-27,2022-11-01,2022-11-13,acquire,,False,17142
72,"[2, 1]",sales_rep_86,6,Y,2022-05-27,2022-11-01,2022-11-13,closed/won,,False,17142
73,"[1, 4]",sales_rep_46,3,N,2021-03-10,2021-07-09,2021-12-16,prospecting,,False,6766
73,"[1, 4]",sales_rep_46,3,N,2021-03-10,2021-07-09,2021-12-16,acquire,,False,6766
73,"[1, 4]",sales_rep_46,3,N,2021-03-10,2021-07-09,2021-12-16,closed/lost,,False,6766
74,"[4, 3, 1]",sales_rep_53,7,Y,2021-12-18,2021-12-19,2022-05-20,prospecting,,False,-9999
74,"[4, 3, 1]",sales_rep_53,7,Y,2021-12-18,2021-12-19,2022-05-20,acquire,,False,-9999
74,"[4, 3, 1]",sales_rep_53,7,Y,2021-12-18,2021-12-19,2022-05-20,closed/won,,False,-9999
75,"[1, 3]",sales_rep_44,2,N,2021-09-06,2022-07-09,2022-09-12,prospecting,,True,1887718
75,"[1, 3]",sales_rep_44,2,N,2021-09-06,2022-07-09,2022-09-12,acquire,,True,1887718
75,"[1, 3]",sales_rep_44,2,N,2021-09-06,2022-07-09,2022-09-12,closed/won,,True,1887718
76,[4],sales_rep_80,9,N,2021-10-30,2022-09-22,2022-10-02,prospecting,,False,15474
76,[4],sales_rep_80,9,N,2021-10-30,2022-09-22,2022-10-02,acquire,,False,15474
76,[4],sales_rep_80,9,N,2021-10-30,2022-09-22,2022-10-02,closed/lost,,False,15474
77,[3],sales_rep_55,3,Y,2021-03-29,2022-05-30,2022-11-04,prospecting,,False,34398
77,[3],sales_rep_55,3,Y,2021-03-29,2022-05-30,2022-11-04,acquire,,False,34398
77,[3],sales_rep_55,3,Y,2021-03-29,2022-05-30,2022-11-04,closed/lost,,False,34398
78,"[2, 4, 3]",sales_rep_24,3,N,2021-02-27,2021-09-11,2022-08-31,prospecting,,False,50453
78,"[2, 4, 3]",sales_rep_24,3,N,2021-02-27,2021-09-11,2022-08-31,acquire,,False,50453
